Support,CB,Titre,Auteur,Localisation,Cote,Statut,"Année acquisition","Année publication","Nb prêts année","Nb réservations année","Nb prêts totaux"
LI,C0003020847,"Linus Torvalds","Linus Torvalds,... et David Diamond",MED3A,"Doc./005.43 TOR",0,2005,2001,1,0,24
VD,C0003897236,"Cryptologie et sécurité informatique",,MED3A,"DVD/004 STE",0,2005,2000,0,0,6
LI,C0004213231,"La bible des trucs & astuces Excel","John Walkenbach",MED3A,"Doc./005.3 WAL",0,2006,2005,4,1,96
LI,C0004492178,"Access 2007","Laurie Ulrich Fuller, Ken Cook, John Kaufeld",MED3A,"Doc./005.4 FUL",0,2007,2007,1,0,44
LI,C0004492160,"PowerPoint 2007","Doug Lowe",MED3A,"Doc./005.4 LOW",0,2007,2007,1,0,41
LI,C0004486143,"Alan Turing","David Leavitt,...",MED3A,"Doc./004.1 LEA",0,2007,2007,4,0,25
LI,C0004486892,"PowerPoint 2007","Alexandre Boni et Nicolas Stemart",MED3A,"Doc./006.6 BON",0,2007,2007,1,0,38
LI,C0004543636,"Access 2007",,MED3A,"Doc./005.36 ACC",0,2007,2007,5,0,44
LI,C0004544488,"Access 2007","Élisabeth Ravey",MED3A,"Doc./005.36 RAV",0,2007,2007,2,0,33
LI,C0004543335,"Apprendre le C [plus-plus]","Claude Delannoy",MED3A,"Doc./005.13 DEL",0,2007,2007,6,1,46
LI,C0004544608,"Bien démarrer avec Excel 2007","Étienne Oehmichen",MED3A,"Doc./005.34 OEH",0,2007,2007,2,0,57
LI,C0004544420,"Bien démarrer avec PowerPoint 2007","Marc Bergame",MED3A,"Doc./005.34 BER",0,2007,2007,1,0,25
LI,C0004544543,"Bien démarrer avec Word 2007","Marc Bergame",MED3A,"Doc./005.34 BER",0,2007,2007,0,0,34
LI,C0004559718,Blender,"Marie-France et Jean-Michel Soler",MED3A,"Doc./006 SOL",0,2007,2007,3,1,39
LI,C0004362111,"Compétence Micro-Initiation.","David Bosman, Stéphanie Guillaume",MED3A,"Doc./006.6 COM",0,2007,2007,2,0,15
LI,C0004543872,"Fonctions Excel 2007","Paul-Éric Minne",MED3A,"Doc./005.36 MIN",0,2007,2007,3,0,58
LI,C0004648274,"Tout sur les réseaux et Internet","Jean-François Pillou",MED3A,"Doc./004.678 PIL",0,2007,2006,4,0,55
LI,C0004680292,"Word 2007","Servane Heudiard",MED3A,"Doc./005.36 HEU",0,2008,2008,0,0,23
LI,C0004680111,"Excel 2007","Jean-François Sehan",MED3A,"Doc./005.36 SEH",0,2008,2008,1,0,38
LI,C0004696984,"Bien gérer mes photos avec l'ordinateur","Henri Lilen",MED3A,"Doc./006.3 LIL",0,2008,2008,1,0,24
LI,C0004697087,"Le clavier et la souris","Servane Heudiard",MED3A,"Doc./004.16 HEU",0,2008,2008,3,0,20
LI,C0004842991,"XML par la pratique","[Sébastien Lecomte, Thierry Boulanger]",MED3A,"Doc./005.1 LEC",0,2009,2008,2,0,18
LI,C0004863280,"Excel 2007","Olivier Abou",MED3A,"Doc./005.7 ABO",0,2009,2008,3,0,39
LI,C0004870863,"PHP & MySQL","Luke Welling, Laura Thomson",MED3A,"Doc./004.678 WEL",0,2009,2009,3,1,55
LI,C0004868793,"Office 2007","[Thibaud Schwartz]",MED3A,"Doc./005.36 SCH",0,2009,2009,1,0,32
LI,C0005072133,"Joomla pour les nuls","Steven Holzner, Nancy Conner",MED3A,"Doc./005.36 HOL",0,2009,2009,0,0,32
LI,C0004925113,"Word, Excel et PowerPoint 2007","Dan Gookin, Greg Harvey et Doug Lowe",MED3A,"Doc./005.36 GOO",0,2009,2009,3,0,47
PE,C0005421084,Freelog,"dir. de publ. Hafida Hamdani",MED3A,"P 31413 1°RDC 2°Prêt 3e étage",0,2012,1993,0,0,8
LI,C0005033969,OpenOffice,"Olivier Abou",MED3A,"Doc./005.52 ABO",0,2009,2009,3,0,34
LI,C0004959332,"Gérer ses photos numériques","Daniel Hennemand",MED3A,"Doc./006.6 HEN",0,2009,2009,2,0,27
LI,C0005306207,"Le livre de Java","Anne Tasso",MED3A,"Doc./005.13 TAS",0,2010,2009,5,0,42
LI,C0005117137,"Développer des applications iPhone pour les nuls","Neal Goldstein",MED3A,"Doc./006 GOL",0,2010,2010,0,0,19
LI,C0005295804,"Adobe Photoshop Elements 8","Michel Lévy",MED3A,"Doc./006.3 LEV",0,2010,2010,5,0,18
LI,C0005296216,"Word 2010 pour les nuls","Dan Gookin",MED3A,"Doc./005.36 GOO",0,2010,2010,3,0,33
LI,C0005112878,"Cartes à puce et PC","Patrick Gueulle",MED3A,"Doc./004.5 GUE",0,2010,2008,1,0,12
LI,C0005003647,"Installer un réseau chez soi","[Patrick Antouly]",MED3A,"Doc./004.68 ANT",0,2010,2010,5,0,25
LI,C0005297791,L'ordinateur,"[Henri Lilen]",MED3A,"Doc./004.1 LIL",0,2010,2010,4,0,30
LI,C0005161835,"Outlook 2010","Bill Dyszel",MED3A,"Doc./005.5 DYS",0,2010,2010,0,0,35
LI,C0005161738,"Tout pour bien utiliser Word 2010","Christine Eberhardt",MED3A,"Doc./005.36 EBE",0,2010,2010,1,0,18
LI,C0005161788,"Joomla !","[Marc Studer]",MED3A,"Doc./005.5 STU",0,2010,2010,1,1,21
LI,C0005161720,"OpenOffice.org 3.2","José Roda",MED3A,"Doc./005.52 ROD",0,2010,2010,0,0,21
LI,C0005161712,"Travaux pratiques avec Gimp","Thibaut Hofer,...",MED3A,"Doc./006.6 HOF",0,2010,2009,4,0,38
LI,C0005161801,Writer,,MED3A,"Doc./005.52 WRI",0,2010,2009,1,0,9
LI,C0005161746,"OpenOffice.org 3","Élisabeth Ravey",MED3A,"Doc./005.52 RAV",0,2010,2009,2,0,21
LI,C0005161877,Inkscape,"Nicolas Dufour",MED3A,"Doc./006.6 DUF",0,2010,2009,5,7,29
LI,C0005161819,"Économie du logiciel libre","François Élie",MED3A,"Doc./005.5 ELI",0,2010,2009,0,0,7
LI,C0005170606,"Office 2010 pour les nuls","Wallace Wang",MED3A,"Doc./005.5 WAN",0,2010,2010,2,0,41
LI,C0005186877,"Découvrir le PC, Windows 7 & Internet","Dan Gookin, Andy Rathbone et John R. Levine",MED3A,"Doc./004.7 GOO",0,2011,2011,4,0,34
LI,C0005186712,"Développer des jeux pour iPhone et iPad","Neal Goldstein, Jon Manning, Paris Butterfield-Addison",MED3A,"Doc./006 GOL",0,2011,2011,3,1,24
LI,C0005186720,"PowerPoint 2010","Doug Lowe",MED3A,"Doc./006.6 LOW",0,2011,2010,2,0,17
LI,C0005143120,Magento,"Mickaël Blanchard",MED3A,"Doc./006.7 BLA",0,2011,2010,3,8,39
LI,C0005200095,"Réussir son blog professionnel","Thomas Parisot",MED3A,"Doc./004.678 PAR",0,2011,2010,4,1,15
LI,C0005178963,"Calques et masques","d'Antoine Defarges",MED3A,"Doc./006.6 QUI",0,2011,2011,5,3,29
LI,C0005178769,"17 exercices pour débuter en retouche photo avec Photoshop",,MED3A,"Doc./006.6 DIX",0,2011,2011,5,3,28
LI,C0005178947,"Le guide pratique Office 2010",,MED3A,"Doc./005.5 GUI",0,2011,2011,2,0,35
LI,C0005204065,"Microsoft office 2010",,MED3A,"Doc./005.5 OFF",0,2011,2011,5,0,38
LI,C0005444961,"Encyclopédie de la webculture","Titiou Lecoq, Diane Lisarelli",MED3A,"Doc./004.678 LEC",0,2011,2011,3,0,16
LI,C0005462491,"D'OpenOffice.org à LibreOffice 3.5","Sophie Gautier, Gilles Bignebat, Christian Hardy,... [et al]",MED3A,"Doc./005 OPE",0,2012,2012,1,0,18
LI,C0005496808,"Reprenez le contrôle à l'aide de Linux","Mathieu Nebra",MED3A,"Doc./005 LIN",0,2012,2010,5,1,26
LI,C0005602179,"Mes tout premiers pas avec mon Mac","Valéry Marchive",MED3A,"Doc./005 MAC",0,2012,2012,1,0,10
LI,C0005602162,"Le livre de l'iPad 2","Yasmina Salmandjee-Lecomte, Sebastien Lecomte",MED3A,"Doc./005 IPA",0,2012,2011,1,1,18
LI,C0005602148,"Facebook, Twitter, Google+ & Linkedln","Yasmina Salmandjee-Lecomte, Sébastien Lecomte",MED3A,"Doc./004.6 COM",0,2012,2012,6,0,29
LI,C0005602101,"L'iPhone 4S","Yasmina Salmandjee-Lecomte, Sebastien Lecomte",MED3A,"Doc./004.6 IPH",0,2012,2012,1,0,15
LI,C0005410712,"Excel 2010","Steve Johnson,...",MED3A,"Doc./005 EXC",0,2012,2012,4,1,25
LI,C0005521982,"Adobe Muse","Christophe Aubry",MED3A,"Doc./005 ADO",0,2012,2012,1,2,8
LI,C0005521951,"Apprenez à programmer en C","Mathieu Nebra",MED3A,"Doc./005 PRO",0,2012,2012,3,0,27
LI,C0005521845,"Blogs faciles en quelques clics","Laurence Battais",MED3A,"Doc./004.6 INT",0,2012,2012,5,1,13
LI,C0005521944,"Créez des applications pour iPhone, iPad et iPod Touch","Michel Martin",MED3A,"Doc./005 PRO",0,2012,2012,4,0,26
LI,C0005521838,"Découvrir Internet & l'informatique","Antoine Rigaut",MED3A,"Doc./004.6 INT",0,2012,2012,2,0,17
LI,C0005521791,"Drupal 7","David Mercer",MED3A,"Doc./005 DRU",0,2012,2011,2,0,11
LI,C0005521814,"HTML 5","[Luc Van Lancker]",MED3A,"Doc./005 PRO",0,2012,2012,5,2,24
LI,C0005521869,Internet,"Solange Ghernaouti-Hélie,... Arnaud Dufour,...",MED3A,"Doc./004 INT",0,2012,2012,0,0,3
LI,C0005521821,"Lightroom 4 par la pratique","Gilles Theophile",MED3A,"Doc./005 LIG",0,2012,2012,2,0,12
LI,C0005521876,"Mac OS X Lion","Jean-Sébastien Chérel",MED3A,"Doc./005 MAC",0,2012,2012,0,0,5
LI,C0005521906,"Le nouvel iPad","tutoriels par Mathieu Lavant",MED3A,"Doc./004 IPA",0,2012,2012,5,5,23
LI,C0005521883,"Publisher 2010","[Corinne Hervé]",MED3A,"Doc./005 PUB",0,2012,2011,0,0,10
LI,C0005521913,"Les smartphones Android","Dan Gookin",MED3A,"Doc./005 AND",0,2012,2012,3,0,33
LI,C0005521852,"Tablettes Android",,MED3A,"Doc./004 AND",0,2012,2012,2,0,22
LI,C0005521968,"Tout sur Facebook pour les nuls","Yasmina Salmandjee Lecomte, Sébastien Lecomte",MED3A,"Doc./004.6 INT",0,2012,2012,3,0,34
LI,C0005521975,"Writer 3.3",,MED3A,"Doc./005 WRI",0,2012,2011,0,0,7
LI,C0005521166,L'ordinateur,"Henri Lilen",MED3A,"Doc./005 WIN",0,2012,2012,5,0,18
LI,C0005450824,"Démarrer sur Mac","[auteurs, collectif]",MED3A,"Doc./004 MAC",0,2012,2012,2,0,15
LI,C0005450801,"Développer son blog","[Jean-Jacques Albinet, Loic Barn, Lilian Bourgevin, et al.]",MED3A,"Doc./004.6 BLO",0,2012,2012,3,0,10
LI,C0005450817,"Mac Office","[auteurs, Grégory Nguyen, Marc Fanelli-Isla, Stéphanie Chaptal, et al.]",MED3A,"Doc./005 MAC",0,2012,2012,0,0,10
LI,C0005451616,"Les réseaux sociaux Facebook et Twitter","Carolyn Abram, Laura Fitton, Michael E. Gruen... [et al.]",MED3A,"Doc./004.6 RES",0,2012,2012,3,0,25
LI,C0005451609,"Windows 8","Sylvain Caicoya, Jean-Georges Saury",MED3A,"Doc./005 WIN",0,2012,2012,2,0,29
LI,C0005395491,"Photoshop Elements 11","Bernard Jolivalt",MED3A,"Doc./005 PHO",0,2013,2013,5,0,22
LI,C0005395743,"Photoshop CS6 et le Raw","Volker Gilbert",MED3A,"Doc./005 PHO",0,2013,2013,6,2,18
LI,C0005395712,"Menaces cybernétiques","Yves-Marie Peyry",MED3A,"Doc./004 ABC",0,2013,2013,5,0,10
LI,C0005395729,"Menace sur nos libertés","Julian Assange, Jacob Appelbaum, Andy Müller-Maguhn et Jérémie Zimmermann",MED3A,"Doc./004 INT",0,2013,2013,1,0,14
LI,C0005546855,"Internet sans danger","[publié par Axa prévention]",MED3A,"Doc./004 WEB",0,2013,2013,2,0,8
LI,C0005395705,"Internet sans danger","[publié par Axa prévention]",MED3A,"Doc./004 WEB",0,2013,2013,5,0,8
LI,C0005395682,"Word 2013 pour les nuls","Dan Gookin",MED3A,"Doc./005 WOR",0,2013,2013,3,0,15
LI,C0005003998,"Réussir son installation domotique et multimédia","François-Xavier Jeuland",MED3A,"Doc./005 MUL",0,2013,2012,1,0,6
LI,C0005546909,"Comment le web change le monde","Francis Pisani et Dominique Piotet",MED3A,"Doc./004 WEB",0,2013,2013,0,0,3
LI,C0005546879,"Créer un site web pour les nuls","David A. Crowder",MED3A,"Doc./004.678 CRO",0,2013,2013,1,0,19
LI,C0005546893,"Créez votre application Web avec Java EE","Médéric Munier",MED3A,"Doc./005 ABC",0,2013,2013,6,0,20
LI,C0005546848,"Découvrir le Mac, OS X Mountain Lion & Internet pour les nuls","Edward C. Baig",MED3A,"Doc./005 SYS",0,2013,2012,0,0,7
LI,C0005546862,Facebook,"Fabien Benoit",MED3A,"Doc./004 SOC",0,2013,2013,4,2,12
LI,C0005546886,Mail,,MED3A,"Doc./005 INT",0,2013,2013,0,0,1
LI,C0005546794,"Mes tout premiers pas avec ma tablette PC pour Windows 8","Servane Heudiard",MED3A,"Doc./004 ABC",0,2013,2013,0,0,7
LI,C0005546824,"PC portables pour les nuls","Dan Gookin",MED3A,"Doc./004 ABC",0,2013,2013,3,0,14
LI,C0005546817,"Le PC pour tous","Nicolas Boudier-Ducloy",MED3A,"Doc./004 ABC",0,2013,2012,1,0,13
LI,C0005546801,"Réussir son référencement web","Olivier Andrieu",MED3A,"Doc./004 WEB",0,2013,2013,2,0,13
LI,C0005397495,Facebook,"Jérôme Genevray",MED3A,"Doc./004 SOC",0,2013,2013,3,0,17
LI,C0005429936,GIMP,,MED1A,"Doc./005 INT",0,2013,2013,4,0,22
LI,C0005396887,"Mes tout premiers pas en informatique","Servane Heudiard",MED3A,"Doc./004 ABC",0,2013,2013,1,0,13
LI,C0005396863,LibreOffice,"José Roda",MED3A,"Doc./005.5 OFF",0,2013,2013,15,0,31
LI,C0005397433,JavaScript,"Nicolas Froidure",MED3A,"Doc./005.13 JAV",0,2013,2013,5,1,20
LI,C0005397419,"Photoshop CC","Jérôme Lesage",MED3A,"Doc./005 PHO",0,2013,2013,6,1,20
LI,C0005397426,"PowerPoint 2013","Marina Mathias",MED3A,"Doc./005 POW",0,2013,2013,1,0,7
LI,C0005397441,"Savoir tout faire à l'ordinateur",,MED3A,"Doc./004 ABC",0,2013,2013,4,0,20
LI,C0005419371,"Développer des jeux en HTML5 & JavaScript","Samuel Ronce",MED3A,"Doc./006.78 RON",0,2013,2012,7,0,18
LI,C0005398981,"60 règles d'or pour réussir son site web","Jean-Marc Hardy, Jacqueline Leo Lesage",MED3A,"Doc./004 WEB",0,2013,2013,5,2,15
LI,C0005398959,"Excel 2013 pour les nuls","Greg Harvey",MED3A,"Doc./005 BUR",0,2013,2013,5,1,25
LI,C0005398966,"Office 2013","Élisabeth Ravey, Marina-Nicole Mathias",MED3A,"Doc./005 BUR",0,2013,2013,1,1,17
LI,C0005398973,"PowerPoint 2013","Doug Lowe",MED3A,"Doc./005 BUR",0,2013,2013,3,0,11
LI,C0005399001,"Premiers pas en informatique","Dan Gookin, John R. Levine, Carol Baroudi... [et al.]",MED3A,"Doc./005 SYS",0,2013,2013,5,0,17
LI,C0005398997,"Windows 8.1",Maran,MED3A,"Doc./005 SYS",0,2013,2013,2,0,14
LI,C0005647279,"La 3D libre avec Blender 2.6","Olivier Saraja, Henri Hebeisen, Boris Fauret",MED3A,"Doc./006.68 SAR",0,2014,2013,5,1,14
LI,C0005647293,Blender,"Jérôme Lesage",MED3A,"Doc./006.68 LES",0,2014,2013,5,0,9
LI,C0005647361,"SketchUp 2013","Jean-Luc Clauss",MED3A,"Doc./006.6 CLA",0,2014,2013,2,1,9
LI,C0005804207,GIMP,,MED1A,"Doc./005 INT",0,2014,2013,4,0,22
VD,C0006012052,"Une contre-histoire d'Internet","Sylvain Bergère, réal.",MED3A,"DVD/002 ENJ",0,2014,,0,0,
LI,C0005666690,"Amazon, la boutique à tout vendre","Brad Stone",MED3A,"Doc./000 ABC",0,2014,2014,1,0,4
LI,C0005666614,"OS X Mavericks","Bob LeVitus",MED3A,"Doc./006 MAC",0,2014,2014,0,0,2
LI,C0005666447,Smart,"Frédéric Martel",MED3A,"Doc./002 ENJ",0,2014,2014,0,0,
LI,C0005666454,"Ma vie privée et Internet","Alexandre Boni et Nicolas Stemart",MED3A,"Doc./002 ENJ",0,2014,2014,4,0,13
PE,C0006001490,"Web design","réd. en chef Stéphanie Guillaume",MED3A,"P 31542 1°RDC 2°Prêt 3e étage",0,2014,2008,0,0,12
LI,C0005665341,Arduino,"[Association Floss manuals France]",MED3A,"Doc./000 PRO",0,2014,2013,4,2,8
LI,C0005665389,"Les bases du hacking","Patrick Engebretson",MED3A,"Doc./002 ENJ",0,2014,2013,8,9,23
LI,C0005665303,"Blender pour l'impression 3D","[Association Floss manuals France]",MED3A,"Doc./000 MAT",0,2014,2014,1,2,2
LI,C0005665297,Cinelerra-CV,"[Association Floss manuals France]",MED3A,,0,2014,2013,0,0,1
LI,C0005665280,"Créer un EPUB","[Association Floss manuals francophone]",MED3A,"Doc./005 TXT",0,2014,2014,2,1,2
LI,C0005665402,"Ergonomie web","Amélie Boucher",MED3A,"Doc./002 WEB",0,2014,2013,0,0,
LI,C0005665310,"Fablab, hackerspace","[Association Floss manuals France]",MED3A,"Doc./003 RES",0,2014,2014,2,2,3
LI,C0005665259,"Initiation à Gimp","[Cédric Gémy]",MED1A,"Doc./772 PRA",0,2014,2012,0,0,4
LI,C0005665211,"Open office","[auteur, José Roda]",MED3A,"Doc./005 BUR",0,2014,2013,5,1,12
LI,C0005665273,Puredata,"[Association Floss manuals France]",MED3A,,0,2014,2013,0,0,
LI,C0005665365,RepRap,"[Association Floss manuals France]",MED3A,"Doc./000 MAT",0,2014,2014,3,1,5
LI,C0005665266,Scribus,"[Association Floss manuals France]",MED3A,"Doc./005 PRE",0,2014,2014,1,0,5
LI,C0005665327,Sésamath,"[publié par l'Association Floss manuals France]",MED3A,,0,2014,2013,0,0,
LI,C0005665242,"Mathématiques et informatique","[sous la direction de Gilles Cohen]",MED3A,"Doc./000 ABC",0,2014,2014,5,1,16
LN,,"Guide d'autodéfense numérique","Ouvrage collectif",MED3A,"Doc./000.ABC GAN.1",2,2014,,0,0,
LN,,"Guide d'autodéfense numérique","Ouvrage collectif",MED3A,"Doc./000.ABC GAN.2",2,2014,,0,0,
LN,,Thunderbird,FlossManual,MED3A,,2,2014,,0,0,
LN,,"Pour un web ouvert",FlossManual,MED3A,Doc./002.WEB,2,2014,,0,0,
PE,C0005974610,Freelog,"dir. de publ. Hafida Hamdani",MED3A,"P 31413 1°RDC 2°Prêt 3e étage",0,2014,1993,0,0,5
LI,C0005664115,"Comment s'épanouir à l'ère numérique","Tom Chatfield",MED3A,,0,2014,2014,0,0,3
LI,C0005664092,"Les rebelles numériques","Daniel Ichbiah, Jean-Martial Lefranc",MED3A,"Doc./000 ABC",0,2014,2014,1,0,7
PE,C0005972548,"Windows & internet pratique","réd. en chef Emmanuel Alexandre",MED3A,"P 31076 1°RDC 2°Prêt 3e étage",0,2014,2013,0,0,10
LI,,"Fablab, hackerspace","[Association Floss manuals France]",MED3A,"Doc./003 RES",2,2014,2014,0,2,
LI,C0005746958,"Anonymat sur Internet","Martin Untersinger",MED3A,"Doc./002 ENJ",0,2014,2014,6,0,11
LI,C0005746835,"Le citoyen de verre","Wolfgang Sofsky",MED3A,"Doc./002 ENJ",0,2014,2011,2,0,2
LI,C0005746651,"Configuration et dépannage de PC","Sophie Lange",MED3A,"Doc./001 DEP",0,2014,2014,8,1,19
LI,C0005746866,"L'ère du contexte","Robert Scoble et Shel Israel",MED3A,"Doc./002 ENJ",0,2014,2014,1,0,2
LI,C0005746705,"Fab lab","Fabien Eychenne",MED3A,"Doc./000 MAT",0,2014,2012,3,0,6
LI,C0005746668,"Les fondements de l'informatique","Hugues Bersini, Marie-Paule et Robert Spinette-Rose... [et al.]",MED3A,"Doc./000 ABC",0,2014,2014,4,1,5
LI,C0005746804,"Le guide de l'impression 3D pour artisans et designers","Stephen Hoskins",MED3A,"Doc./000 MAT",0,2014,2014,4,1,9
LI,C0005746927,"Guide de survie aux réseaux sociaux","Paul A. Muaddib",MED3A,"Doc./002 SOC",0,2014,2014,1,0,4
LI,C0005746798,"Impression 3D pas à pas","Samuel N. Bernier, Bertier Luyt & Tatiana Reinhard",MED3A,"Doc./000 MAT",0,2014,2014,5,2,16
LI,C0005746842,"Informatique & numérique à l'usage des seniors","Michèle Germain",MED3A,"Doc./000 MAT",0,2014,2012,5,0,13
LI,C0005746903,"L'informatique et Internet expliqués aux seniors","Jean Besson et Jean-Marie Lanquetin",MED3A,"Doc./000 MAT",0,2014,2014,5,1,15
LI,C0005746934,"Internet, mes parents, mes profs et moi","Christophe Butstraen",MED3A,"Doc./002 WEB",0,2014,2014,1,0,4
LI,C0005746750,Java,"Barry Burd",MED3A,"Doc./004 PRO",0,2014,2014,9,0,22
LI,C0005746873,"JavaScript & Ajax","Andy Harris",MED3A,"Doc./004 PRO",0,2014,2014,4,1,12
LI,C0005746880,"Je sais qui vous êtes","par Charles Cohle",MED3A,"Doc./002 ENJ",0,2014,2014,6,0,18
LI,C0005746910,"Loi et internet","Fabrice Mattatia",MED3A,"Doc./002 ENJ",0,2014,2013,3,0,3
LI,C0005746859,"Maîtres ou esclaves du numérique ?","Benoît Sillard",MED3A,"Doc./002 ENJ",0,2014,2011,1,0,3
LI,C0005746774,"Manuel de journalisme web","Mark Briggs",MED3A,"Doc./002 SOC",0,2014,2014,4,0,7
LI,C0005746941,"Les meilleures applications pour les enfants !","auteure, Laure Deschamps",MED3A,"Doc./002 WEB",0,2014,2014,0,0,7
LI,C0005746712,"Les nouvelles superpuissances","Daniel Ichbiah",MED3A,,0,2014,2013,2,0,9
LI,C0005746736,"Richard Stallman et la révolution du logiciel libre","Richard M. Stallman, Sam Williams",MED3A,,0,2014,2013,4,0,8
LI,C0005746729,SQL,"Frédéric Brouard, Rudi Bruchez, Christian Soutou",MED3A,"Doc./004 PRO",0,2014,2012,5,1,11
LI,C0005746682,SQL,"Ronald R. Plew, Ryan Stephens, Arie Jones",MED3A,"Doc./004 PRO",0,2014,2012,5,0,11
LI,C0005746897,"Steve Jobs","David Brunat, Antoine Dubuquoy",MED3A,"Doc./000 ABC",0,2014,2014,1,1,5
LI,C0005746699,Surveillance,"Franck Leroy",MED3A,"Doc./002 ENJ",0,2014,2014,0,0,3
LI,C0005746743,"Les tablettes Android","Dan Gookin",MED3A,"Doc./000 MAT",0,2014,2014,2,0,9
LI,C0005746767,"Les tablettes Samsung Galaxy","Dan Gookin",MED3A,"Doc./000 MAT",0,2014,2014,0,0,7
LI,C0005746965,"Tout ce qu'il faut savoir pour protéger votre vie privée sur internet","Daniel-Jean David",MED3A,"Doc./002 ENJ",0,2014,2014,6,0,14
LI,C0005746811,"Wild wild web. ",,MED3A,"Doc./002 WEB",0,2014,2014,0,0,4
PE,C0005971558,01net,"dir. de publ. Alain Weill",MED3A,"P 31020 1°RDC 2°Prêt 3e étage",0,2014,2013,0,0,8
LI,,Scribus,"[Association Floss manuals France]",MED3A,,2,2014,2014,0,0,
LI,,"Initiation à Inkscape","[Elisa de Castro Guerra]",MED3A,,2,2014,2014,0,1,
LI,,Puredata,"[Association Floss manuals France]",MED3A,,2,2014,2013,0,0,
LI,,"Fontes libres","[Association Floss manuals France]",MED3A,,2,2014,2015,0,0,
